issn_linking,issn_print,issn_electronic,nlm_indexed,nlm_indexed_subset,title
1472-8222,1472-8222,1744-7631,Y,IM,Expert Opin Ther Targets
1473-7140,1473-7140,1744-8328,Y,IM,Expert Rev Anticancer Ther
1473-7159,1473-7159,1744-8352,Y,IM,Expert Rev Mol Diagn
1473-7175,1473-7175,1744-8360,Y,IM,Expert Rev Neurother
1473-7167,1473-7167,1744-8379,Y,IM,Expert Rev Pharmacoecon Outcomes Res
1567-1356,1567-1356,1567-1364,Y,IM,FEMS Yeast Res
1447-0594,1444-1586,1447-0594,Y,IM,Geriatr Gerontol Int
1471-1834,1471-1834,1471-1842,Y,H,Health Info Libr J
1534-4320,1534-4320,1558-0210,Y,IM,IEEE Trans Neural Syst Rehabil Eng
1567-1348,1567-1348,1567-7257,Y,IM,Infect Genet Evol
1444-0903,1444-0903,1445-5994,Y,IM,Intern Med J
1567-5769,1567-5769,1878-1705,Y,IM,Int Immunopharmacol
1569-5794,1569-5794,1875-8312,Y,IM,Int J Cardiovasc Imaging
0931-2439,0931-2439,1439-0396,Y,IM,J Anim Physiol Anim Nutr (Berl)
1532-0464,1532-0464,1532-0480,Y,IM,J Biomed Inform
1346-4280,1346-4280,1880-9952,Y,IM,J Clin Exp Hematop
0340-7594,0340-7594,1432-1351,Y,IM,J Comp Physiol A Neuroethol Sens Neural Behav Physiol
1476-4172,1476-4172,1476-4180,Y,IM,J Cosmet Laser Ther
1496-4155,1496-4155,1708-8240,Y,D,J Esthet Restor Dent
1532-3382,1532-3382,1532-3390,Y,IM,J Evid Based Dent Pract
1539-8412,1539-8412,2152-0895,Y,IM,J Geriatr Phys Ther
1532-1819,1532-1819,1532-4230,Y,IM,J Immunoassay Immunochem
1533-1458,1533-1458,1539-0667,Y,N,J Infus Nurs
1536-2442,NA,1536-2442,Y,IM,J Insect Sci
1346-4523,1346-4523,1613-2254,Y,IM,J Med Ultrason (2001)
1682-3141,1682-3141,1948-965X,Y,IM,J Nurs Res
1701-2163,1701-2163,NA,Y,IM,J Obstet Gynaecol Can
1345-8957,1345-8957,1347-3352,Y,IM,J Oleo Sci
1567-567X,1567-567X,1573-8744,Y,IM,J Pharmacokinet Pharmacodyn
1650-1977,1650-1977,1651-2081,Y,IM,J Rehabil Med
1615-9306,1615-9306,1615-9314,Y,IM,J Sep Sci
1476-4431,1479-3261,1476-4431,Y,IM,J Vet Emerg Crit Care (San Antonio)
1534-7362,NA,1534-7362,Y,IM,J Vis
1473-0189,1473-0197,1473-0189,Y,IM,Lab Chip
1473-3099,1473-3099,1474-4457,Y,IM,Lancet Infect Dis
1616-5187,1616-5187,1616-5195,Y,IM,Macromol Biosci
0717-6384,NA,0717-6384,Y,IM,Medwave
1475-2859,NA,1475-2859,Y,IM,Microb Cell Fact
1389-5575,1389-5575,1875-5607,Y,IM,Mini Rev Med Chem
1567-7249,1567-7249,1872-8278,Y,IM,Mitochondrion
1535-7163,1535-7163,1538-8514,Y,IM,Mol Cancer Ther
1617-4623,1617-4615,1617-4623,Y,IM,Mol Genet Genomics
1530-6984,1530-6984,1530-6992,Y,IM,Nano Lett
1474-175X,1474-175X,1474-1768,Y,IM,Nat Rev Cancer
1474-1733,1474-1733,1474-1741,Y,IM,Nat Rev Immunol
1519-566X,1519-566X,1678-8052,Y,IM,Neotrop Entomol
1471-5953,1471-5953,1873-5223,Y,IM,Nurse Educ Pract
1618-1247,1618-1247,1618-1255,Y,IM,Odontology
1915-7398,NA,1915-7398,Y,IM,Ont Health Technol Assess Ser
1531-7129,1531-7129,1537-4505,Y,IM,Otol Neurotol
1530-7085,1530-7085,1533-2500,Y,IM,Pain Pract
1424-3903,1424-3903,1424-3911,Y,IM,Pancreatology
1470-269X,1470-269X,1473-1150,Y,IM,Pharmacogenomics J
1474-7758,1474-7758,1474-7766,Y,IM,Pract Neurol
1615-9853,1615-9853,1615-9861,Y,IM,Proteomics
1346-3500,1346-3500,1479-8301,Y,IM,Psychogeriatrics
1470-1626,1470-1626,1741-7899,Y,IM,Reproduction
1642-431X,1642-431X,2300-732X,Y,IM,Reprod Biol
1445-6354,NA,1445-6354,Y,IM,Rural Remote Health
1424-8220,NA,1424-8220,Y,IM,Sensors (Basel)
1529-9430,1529-9430,1878-1632,Y,IM,Spine J
1532-3005,1532-3005,1532-2998,Y,IM,Stress Health
0036-7672,1424-7860,1424-3997,Y,IM,Swiss Med Wkly
1473-0502,1473-0502,NA,Y,T,Transfus Apher Sci
1471-4906,1471-4906,1471-4981,Y,IM,Trends Immunol
1471-4914,1471-4914,1471-499X,Y,IM,Trends Mol Med
1471-4922,1471-4922,1471-5007,Y,IM,Trends Parasitol
1472-9792,1472-9792,1873-281X,Y,IM,Tuberculosis (Edinb)
1530-3667,1530-3667,1557-7759,Y,IM,Vector Borne Zoonotic Dis
1175-5326,1175-5326,1175-5334,Y,IM,Zootaxa
1530-9932,NA,1530-9932,Y,IM,AAPS PharmSciTech
1671-4083,1671-4083,1745-7254,Y,IM,Acta Pharmacol Sin
1569-4909,1569-4909,1879-6974,Y,IM,Adv Life Course Res
1527-7941,1527-7941,1538-8654,Y,N,Adv Skin Wound Care
1533-3175,1533-3175,1938-2731,Y,IM,Am J Alzheimers Dis Other Demen
1175-0561,1175-0561,1179-1888,Y,IM,Am J Clin Dermatol
1466-2523,1466-2523,1475-2654,Y,IM,Anim Health Res Rev
0975-5764,1596-3519,0975-5764,Y,IM,Ann Afr Med
1527-8204,1527-8204,1545-293X,Y,IM,Annu Rev Genomics Hum Genet
1687-1979,1687-1979,2090-2387,Y,IM,Arab J Gastroenterol
1467-8039,1467-8039,1873-5495,Y,IM,Arthropod Struct Dev
1513-7368,1513-7368,2476-762X,Y,IM,Asian Pac J Cancer Prev
1567-5688,1567-5688,1878-5050,Y,IM,Atheroscler Suppl
1566-0702,1566-0702,1872-7484,Y,IM,Auton Neurosci
1470-8175,1470-8175,1539-3429,Y,IM,Biochem Mol Biol Educ
1567-5394,1567-5394,1878-562X,Y,IM,Bioelectrochemistry
1389-5729,1389-5729,1573-6768,Y,IM,Biogerontology
1525-7797,1525-7797,1526-4602,Y,IM,Biomacromolecules
1465-4644,1465-4644,1468-4357,Y,IM,Biostatistics
1470-0328,1470-0328,1471-0528,Y,IM,BJOG
1471-2091,NA,1471-2091,Y,IM,BMC Biochem
1471-2105,NA,1471-2105,Y,IM,BMC Bioinformatics
1471-2121,NA,1471-2121,Y,IM,BMC Cell Biol
1471-2296,NA,1471-2296,Y,IM,BMC Fam Pract
1471-2156,NA,1471-2156,Y,IM,BMC Genet
1471-2164,NA,1471-2164,Y,IM,BMC Genomics
1471-2172,NA,1471-2172,Y,IM,BMC Immunol
1472-6939,NA,1472-6939,Y,IM,BMC Med Ethics
1471-2350,NA,1471-2350,Y,IM,BMC Med Genet
1471-2199,NA,1471-2199,Y,IM,BMC Mol Biol
1471-2474,NA,1471-2474,Y,IM,BMC Musculoskelet Disord
1471-2369,NA,1471-2369,Y,IM,BMC Nephrol
1471-2202,NA,1471-2202,Y,IM,BMC Neurosci
1519-6984,1519-6984,1678-4375,Y,IM,Braz J Biol
1808-8686,1808-8694,1808-8686,Y,IM,Braz J Otorhinolaryngol
1467-5463,1467-5463,1477-4054,Y,IM,Brief Bioinform
1470-7330,1740-5025,1470-7330,Y,IM,Cancer Imaging
1528-9117,1528-9117,1540-336X,Y,IM,Cancer J
1598-2998,1598-2998,2005-9256,Y,IM,Cancer Res Treat
1389-9333,1389-9333,1573-6814,Y,IM,Cell Tissue Bank
1439-4227,1439-4227,1439-7633,Y,IM,Chembiochem
1439-4235,1439-4235,1439-7641,Y,IM,Chemphyschem
1526-8209,1526-8209,1938-0666,Y,IM,Clin Breast Cancer
1442-6404,1442-6404,1442-9071,Y,IM,Clin Exp Ophthalmol
1467-0100,1467-0100,1754-7628,Y,IM,Cochlear Implants Int
1612-4782,1612-4782,1612-4790,Y,IM,Cogn Process
1532-0456,1532-0456,NA,Y,IM,Comp Biochem Physiol C Toxicol Pharmacol
1532-0820,1532-0820,NA,Y,IM,Comp Med
1389-2002,1389-2002,1875-5453,Y,IM,Curr Drug Metab
1389-4501,1389-4501,1873-5592,Y,IM,Curr Drug Targets
1528-4042,1528-4042,1534-6293,Y,IM,Curr Neurol Neurosci Rep
1389-2010,1389-2010,1873-4316,Y,IM,Curr Pharm Biotechnol
1389-2037,1389-2037,1875-5550,Y,IM,Curr Protein Pept Sci
1934-9270,1934-9270,1934-9289,Y,IM,Curr Protoc Nucleic Acid Chem
1534-6277,1527-2729,1534-6277,Y,IM,Curr Treat Options Oncol
1527-2737,1527-2737,1534-6285,Y,IM,Curr Urol Rep
1590-8658,1590-8658,1878-3562,Y,IM,Dig Liver Dis
1471-0153,1471-0153,1873-7358,Y,IM,Eat Behav
1469-221X,1469-221X,1469-3178,Y,IM,EMBO Rep
1525-5050,1525-5050,1525-5069,Y,IM,Epilepsy Behav
1439-6319,1439-6319,1439-6327,Y,IM,Eur J Appl Physiol
1292-8941,1292-8941,1292-895X,Y,IM,Eur Phys J E Soft Matter
1389-9600,1389-9600,1573-7292,Y,IM,Fam Cancer
1438-793X,1438-793X,1438-7948,Y,IM,Funct Integr Genomics
1526-954X,1526-954X,1526-968X,Y,IM,Genesis
1474-7596,1474-7596,1474-760X,Y,IM,Genome Biol
1524-8399,1524-8399,NA,Y,IM,Health Promot Pract
1443-9506,1443-9506,1444-2892,Y,IM,Heart Lung Circ
1492-7535,1492-7535,1542-4758,Y,IM,Hemodial Int
1527-0297,1527-0297,1557-8682,Y,IM,High Alt Med Biol
1528-4336,1528-4336,1945-5771,Y,IM,HIV Clin Trials
1438-4639,1438-4639,1618-131X,Y,IM,Int J Hyg Environ Health
1438-4221,1438-4221,1618-0607,Y,IM,Int J Med Microbiol
1422-0067,NA,1422-0067,Y,IM,Int J Mol Sci
1526-484X,1526-484X,1543-2742,Y,IM,Int J Sport Nutr Exerc Metab
1466-5026,1466-5026,1466-5034,Y,IM,Int J Syst Evol Microbiol
1297-319X,1297-319X,1778-7254,Y,IM,Joint Bone Spine
1526-9914,NA,1526-9914,Y,IM,J Appl Clin Med Phys
1582-1838,1582-1838,1582-4934,Y,IM,J Cell Mol Med
1526-6028,1526-6028,1545-1550,Y,IM,J Endovasc Ther
1129-2369,1129-2369,1129-2377,Y,IM,J Headache Pain
1606-0997,1606-0997,2072-1315,Y,IM,J Health Popul Nutr
1526-9523,1526-9523,1542-2011,Y,IM,J Midwifery Womens Health
1108-7161,1108-7161,NA,Y,IM,J Musculoskelet Neuronal Interact
1345-4676,1345-4676,1347-3409,Y,IM,J Nippon Med Sch
1527-6546,1527-6546,1547-5069,Y,IM,J Nurs Scholarsh
1465-3125,1465-3125,1465-3133,Y,IM,J Orthod
1590-9921,1590-9921,1590-9999,Y,IM,J Orthop Traumatol
1526-5900,1526-5900,1528-8447,Y,IM,J Pain
1527-4160,1527-4160,1538-1145,Y,IM,J Psychiatr Pract
1525-8610,1525-8610,1538-9375,Y,IM,J Am Med Dir Assoc
1438-7573,1525-3961,1438-7573,Y,IM,J Assoc Res Otolaryngol
1470-3203,1470-3203,1752-8976,Y,IM,J Renin Angiotensin Aldosterone Syst
1529-9732,1529-9732,1529-9740,Y,IM,J Trauma Dissociation
1129-7298,1129-7298,1724-6032,Y,IM,J Vasc Access
1229-845X,1229-845X,1976-555X,Y,IM,J Vet Sci
1229-6929,1229-6929,2005-8330,Y,IM,Korean J Radiol
1470-2045,1470-2045,1474-5488,Y,IM,Lancet Oncol
1527-6465,1527-6465,1527-6473,Y,IM,Liver Transpl
1468-215X,1468-215X,1473-4265,Y,IM,Med Humanit
1439-7595,1439-7595,1439-7609,Y,IM,Mod Rheumatol
1364-3703,1464-6722,1364-3703,Y,IM,Mol Plant Pathol
1525-0016,1525-0016,1525-0024,Y,IM,Mol Ther
1529-2908,1529-2908,1529-2916,Y,IM,Nat Immunol
1471-0056,1471-0056,1471-0064,Y,IM,Nat Rev Genet
1471-0072,1471-0072,1471-0080,Y,IM,Nat Rev Mol Cell Biol
1471-003X,1471-003X,1471-0048,Y,IM,Nat Rev Neurosci
1590-1874,1590-1874,1590-3478,Y,IM,Neurol Sci
1525-7770,1525-7770,1532-2335,Y,IM,Nucleosides Nucleotides Nucleic Acids
1466-7681,1466-7681,1466-769X,Y,IM,Nurs Philos
1467-7881,1467-7881,1467-789X,Y,IM,Obes Rev
1526-0542,1526-0542,1526-0550,Y,IM,Paediatr Respir Rev
1524-9042,1524-9042,1532-8635,Y,IM,Pain Manag Nurs
1526-2375,1526-2375,1526-4637,Y,IM,Pain Med
1529-7535,1529-7535,NA,Y,IM,Pediatr Crit Care Med
1399-543X,1399-543X,1399-5448,Y,IM,Pediatr Diabetes
1526-498X,1526-498X,1526-4998,Y,IM,Pest Manag Sci
1462-2416,1462-2416,1744-8042,Y,IM,Pharmacogenomics
1466-853X,1466-853X,1873-1600,Y,IM,Phys Ther Sport
1527-1544,1527-1544,1552-7468,Y,IM,Policy Polit Nurs Pract
1389-4986,1389-4986,1573-6695,Y,IM,Prev Sci
1878-0210,1751-9918,1878-0210,Y,IM,Prim Care Diabetes
1463-4236,1463-4236,1477-1128,Y,IM,Prim Health Care Res Dev
1723-7785,1723-7785,2196-1042,Y,IM,Prog Orthod
1529-1006,1529-1006,2160-0031,Y,IM,Psychol Sci Public Interest
1551-8272,1551-8272,1551-8280,Y,IM,Rep Carcinog
1472-6483,1472-6483,1472-6491,Y,IM,Reprod Biomed Online
1465-9921,1465-9921,1465-993X,Y,IM,Respir Res
1389-9155,1389-9155,1573-2606,Y,IM,Rev Endocr Metab Disord
1526-4564,1526-8004,1526-4564,Y,IM,Semin Reprod Med
1389-9457,1389-9457,1878-5506,Y,IM,Sleep Med
1096-2964,1096-2964,1557-8674,Y,IM,Surg Infect (Larchmt)
1530-5627,1530-5627,1556-3669,Y,IM,Telemed J E Health
1537-744X,2356-6140,1537-744X,Y,IM,ScientificWorldJournal
1398-9219,1398-9219,1600-0854,Y,IM,Traffic
1524-8380,1524-8380,1552-8324,Y,IM,Trauma Violence Abuse
1467-2987,1467-2987,1467-2995,Y,IM,Vet Anaesth Analg
1562-2975,1562-2975,1814-1412,Y,IM,World J Biol Psychiatry
1509-409X,1509-409X,NA,Y,IM,Acta Bioeng Biomech
1139-9287,1139-9287,1578-2735,Y,IM,Actas Esp Psiquiatr
1139-6121,1139-6121,1698-6997,Y,IM,AIDS Rev
1533-7731,NA,1533-7731,Y,IM,Am Indian Alsk Native Ment Health Res
1344-3941,1344-3941,1740-0929,Y,IM,Anim Sci J
1523-9829,1523-9829,1545-4274,Y,IM,Annu Rev Biomed Eng
1523-0864,1523-0864,1557-7716,Y,IM,Antioxid Redox Signal
1533-4058,1541-2016,1533-4058,Y,IM,Appl Immunohistochem Mol Morphol
NA,NA,2008-9872,Y,IM,Arch Razi Inst
1008-682X,1008-682X,1745-7262,Y,IM,Asian J Androl
1592-5986,1592-5986,2038-1778,Y,N,Assist Inferm Ric
1461-6734,1461-6734,1469-2988,Y,IM,Attach Hum Dev
1099-8004,1099-8004,1552-4175,Y,IM,Biol Res Nurs
1398-5647,1398-5647,1399-5618,Y,IM,Bipolar Disord
1464-4096,1464-4096,1464-410X,Y,IM,BJU Int
1465-5411,1465-5411,1465-542X,Y,IM,Breast Cancer Res
1436-9990,1436-9990,1437-1588,Y,IM,Bundesgesundheitsblatt Gesundheitsforschung Gesundheitsschutz
1522-1946,1522-1946,1522-726X,Y,IM,Catheter Cardiovasc Interv
1422-6405,1422-6405,1422-6421,Y,IM,Cells Tissues Organs
1462-5814,1462-5814,1462-5822,Y,IM,Cell Microbiol
1481-8035,1481-8035,NA,Y,IM,CJEM
1521-6616,1521-6616,1521-7035,Y,IM,Clin Immunol
1523-0899,1523-0899,1708-8208,Y,IM,Clin Implant Dent Relat Res
1525-7304,1525-7304,1938-0690,Y,IM,Clin Lung Cancer
1388-2457,1388-2457,1872-8952,Y,IM,Clin Neurophysiol
1462-8910,1462-8910,1463-1318,Y,IM,Colorectal Dis
1077-341X,1099-9809,NA,Y,IM,Cultur Divers Ethnic Minor Psychol
1369-1058,1369-1058,1464-5351,Y,IM,Cult Health Sex
1523-3804,1523-3804,1534-6242,Y,IM,Curr Atheroscler Rep
1523-3782,1523-3782,1534-3170,Y,IM,Curr Cardiol Rep
1522-8037,1522-8037,1534-312X,Y,IM,Curr Gastroenterol Rep
1522-6417,1522-6417,1534-3111,Y,IM,Curr Hypertens Rep
1467-3037,1467-3037,1467-3045,Y,IM,Curr Issues Mol Biol
1523-3790,1523-3790,1534-6269,Y,IM,Curr Oncol Rep
1934-9254,1934-9254,1934-9262,Y,IM,Curr Protoc Toxicol
1523-3812,1523-3812,1535-1645,Y,IM,Curr Psychiatry Rep
1523-3774,1523-3774,1534-6307,Y,IM,Curr Rheumatol Rep
1465-3249,1465-3249,1477-2566,Y,IM,Cytotherapy
1520-7552,1520-7552,1520-7560,Y,IM,Diabetes Metab Res Rev
1462-8902,1462-8902,1463-1326,Y,IM,Diabetes Obes Metab
1520-9156,1520-9156,1557-8593,Y,IM,Diabetes Technol Ther
1294-8322,1294-8322,1958-5969,Y,IM,Dialogues Clin Neurosci
1174-5886,1174-5886,1179-6901,Y,IM,Drugs R D
1524-1971,1524-1971,1559-3908,Y,IM,Emerg Med Pract
1421-7082,1421-7082,1662-2979,Y,IM,Endocr Dev
1462-2912,1462-2912,1462-2920,Y,IM,Environ Microbiol
1520-4081,1520-4081,1522-7278,Y,IM,Environ Toxicol
1294-9361,1294-9361,1950-6945,Y,IM,Epileptic Disord
1099-5129,1099-5129,1532-2092,Y,IM,Europace
1388-9842,1388-9842,1879-0844,Y,IM,Eur J Heart Fail
1436-6207,1436-6207,1436-6215,Y,IM,Eur J Nutr
1530-4396,1530-4396,NA,Y,IM,Evid Rep Technol Assess (Full Rep)
1520-541X,1520-541X,1525-142X,Y,IM,Evol Dev
1465-6566,1465-6566,1744-7666,Y,IM,Expert Opin Pharmacother
1525-5794,1525-5794,1550-512X,Y,H,Health Care Manag (Frederick)
1488-917X,1488-917X,1929-6339,Y,IM,Healthc Pap
1464-2662,1464-2662,1468-1293,Y,IM,HIV Med
1365-182X,1365-182X,1477-2574,Y,IM,HPB (Oxford)
1940-4344,1521-9437,1940-4344,Y,IM,Int J Med Mushrooms
1522-6514,1522-6514,1549-7879,Y,IM,Int J Phytoremediation
1641-9251,1641-9251,2081-3252,Y,IM,Int Marit Health
1521-6543,1521-6543,1521-6551,Y,IM,IUBMB Life
1344-6304,1344-6304,1884-2836,Y,IM,Jpn J Infect Dis
1525-4135,1525-4135,1944-7884,Y,IM,J Acquir Immune Defic Syndr
1347-4421,1389-1723,1347-4421,Y,IM,J Biosci Bioeng
1524-6175,1524-6175,1751-7176,Y,IM,J Clin Hypertens (Greenwich)
1522-0443,1522-0443,1537-1611,Y,IM,J Clin Neuromuscul Dis
1526-3711,NA,1526-3711,Y,IM,J Contemp Dent Pract
1098-612X,1098-612X,1532-2750,Y,IM,J Feline Med Surg
1099-498X,1099-498X,1521-2254,Y,IM,J Gene Med
1522-2179,1522-2179,1539-0705,Y,IM,J Hosp Palliat Nurs
1438-8871,1439-4456,1438-8871,Y,IM,J Med Internet Res
1525-1578,1525-1578,1943-7811,Y,IM,J Mol Diagn
1464-1801,1464-1801,1660-2412,Y,IM,J Mol Microbiol Biotechnol
1760-2734,1760-2734,1875-0834,Y,IM,J Vet Cardiol
1344-6223,1344-6223,1873-4162,Y,IM,Leg Med (Tokyo)
1522-7235,1522-7235,1522-7243,Y,IM,Luminescence
1436-2228,1436-2228,1436-2236,Y,IM,Mar Biotechnol (NY)
1527-3172,1555-7960,1527-3172,Y,IM,MEDICC Rev
1096-7176,1096-7176,1096-7184,Y,IM,Metab Eng
1286-4579,1286-4579,1769-714X,Y,IM,Microbes Infect
1438-3276,1438-3276,1613-3560,Y,IM,MMW Fortschr Med
1465-7392,1465-7392,1476-4679,Y,IM,Nat Cell Biol
1476-5586,1522-8002,1476-5586,Y,IM,Neoplasia
1522-8517,1522-8517,1523-5866,Y,IM,Neuro Oncol
1545-9683,1545-9683,1552-6844,Y,IM,Neurorehabil Neural Repair
1029-8428,1029-8428,1476-3524,Y,IM,Neurotox Res
1462-2203,1462-2203,1469-994X,Y,IM,Nicotine Tob Res
0803-9488,0803-9488,1502-4725,Y,IM,Nord J Psychiatry
1441-0745,1441-0745,1442-2018,Y,IM,Nurs Health Sci
1523-7052,1523-7060,1523-7052,Y,IM,Org Lett
1509-3492,1509-3492,2084-4336,Y,IM,Ortop Traumatol Rehabil
1174-5878,1174-5878,1179-2019,Y,IM,Paediatr Drugs
1533-3159,1533-3159,2150-1149,Y,IM,Pain Physician
1328-8067,1328-8067,1442-200X,Y,IM,Pediatr Int
1463-9076,1463-9076,1463-9084,Y,IM,Phys Chem Chem Phys
1522-2152,1522-2152,1537-5293,Y,IM,Physiol Biochem Zool
1094-8341,1094-8341,1531-2267,Y,IM,Physiol Genomics
1435-8603,1435-8603,1438-8677,Y,IM,Plant Biol (Stuttg)
1516-4446,1516-4446,1809-452X,Y,IM,Braz J Psychiatry
0124-0064,0124-0064,NA,Y,IM,Rev Salud Publica (Bogota)
1462-0324,1462-0324,1462-0332,Y,IM,Rheumatology (Oxford)
1403-4948,1403-4948,1651-1905,Y,IM,Scand J Public Health
1392-8589,1392-8589,1822-301X,Y,IM,Stomatologija
1530-4515,1530-4515,1534-4908,Y,IM,Surg Laparosc Endosc Percutan Tech
1398-2273,1398-2273,1399-3062,Y,IM,Transpl Infect Dis
1368-5538,1368-5538,1473-0790,Y,IM,Aging Male
1435-9448,1435-9448,1435-9456,Y,IM,Anim Cogn
0971-9784,0971-9784,0974-5181,Y,IM,Ann Card Anaesth
1029-2977,1029-2977,1735-3947,Y,IM,Arch Iran Med
1434-1816,1434-1816,1435-1102,Y,IM,Arch Womens Ment Health
1440-6381,1440-6381,1741-6612,Y,IM,Australas J Ageing
1329-1947,1329-1947,1747-4477,Y,D,Aust Endod J
1367-4803,1367-4803,1367-4811,Y,IM,Bioinformatics
1387-2176,1387-2176,1572-8781,Y,IM,Biomed Microdevices
1512-8601,1512-8601,1840-4812,Y,IM,Bosn J Basic Med Sci
1486-3847,1486-3847,NA,Y,IM,Can J Diet Pract Res
1008-1275,1008-1275,NA,Y,IM,Chin J Traumatol
1369-7137,1369-7137,1473-0804,Y,IM,Climacteric
1434-6621,1434-6621,1437-4331,Y,IM,Clin Chem Lab Med
1096-4037,1096-4037,1573-2827,Y,IM,Clin Child Fam Psychol Rev
1386-2073,1386-2073,1875-5402,Y,IM,Comb Chem High Throughput Screen
1095-6433,1095-6433,1531-4332,Y,IM,Comp Biochem Physiol A Mol Integr Physiol
1420-9519,1420-9519,1662-291X,Y,IM,Contrib Microbiol
1363-1950,1363-1950,1473-6519,Y,IM,Curr Opin Clin Nutr Metab Care
1369-5274,1369-5274,1879-0364,Y,IM,Curr Opin Microbiol
1369-5266,1369-5266,1879-0356,Y,IM,Curr Opin Plant Biol
1934-9297,1934-9297,1934-9300,Y,IM,Curr Protoc Cytom
1363-755X,1363-755X,1467-7687,Y,IM,Dev Sci
1368-7646,1368-7646,1532-2084,Y,IM,Drug Resist Updat
1461-023X,1461-023X,1461-0248,Y,IM,Ecol Lett
1029-1857,1029-1857,2413-7170,Y,IM,Ethiop J Health Sci
1462-3889,1462-3889,1532-2122,Y,IM,Eur J Oncol Nurs
1462-0049,1462-0049,1476-5446,Y,IM,Evid Based Dent
1362-0347,1362-0347,1468-960X,Y,IM,Evid Based Ment Health
1367-6539,1367-6539,1468-9618,Y,IM,Evid Based Nurs
1558-9544,2194-6191,1558-9544,Y,IM,Forum Health Econ Policy
1436-3291,1436-3291,1436-3305,Y,IM,Gastric Cancer
1098-3600,1098-3600,1530-0366,Y,IM,Genet Med
1096-6374,1096-6374,1532-2238,Y,IM,Growth Horm IGF Res
1386-9620,1386-9620,NA,Y,IM,Health Care Manag Sci
1369-6513,1369-6513,1369-7625,Y,IM,Health Expect
1098-3511,1098-3511,1522-6662,Y,IM,Heart Surg Forum
1093-4510,1093-4510,1939-0610,Y,QIS,Hist Psychol
1464-7273,1464-7273,1742-8149,Y,IM,Hum Fertil (Camb)
1386-6338,1386-6338,1434-3207,Y,IM,In Silico Biol
1368-2822,1368-2822,1460-6984,Y,IM,Int J Lang Commun Disord
1107-3756,1107-3756,1791-244X,Y,IM,Int J Mol Med
1461-1457,1461-1457,1469-5111,Y,IM,Int J Neuropsychopharmacol
1387-2877,1387-2877,1875-8908,Y,IM,J Alzheimers Dis
1088-8705,1088-8705,1532-7604,Y,IM,J Appl Anim Welf Sci
1434-7229,1434-7229,1619-0904,Y,IM,J Artif Organs
1028-6020,1028-6020,1477-2213,Y,IM,J Asian Nat Prod Res
1094-3412,1094-3412,1556-3308,Y,IM,J Behav Health Serv Res
1095-6670,1095-6670,1099-0461,Y,IM,J Biochem Mol Toxicol
1524-0215,1524-0215,1943-4731,Y,IM,J Biomol Tech
1097-6647,1097-6647,1532-429X,Y,IM,J Cardiovasc Magn Reson
1094-6950,1094-6950,NA,Y,IM,J Clin Densitom
1387-1307,1387-1307,1573-2614,Y,IM,J Clin Monit Comput
1386-6532,1386-6532,1873-5967,Y,IM,J Clin Virol
1095-0680,1095-0680,1533-4112,Y,IM,J ECT
1093-4529,1093-4529,1532-4117,Y,IM,J Environ Sci Health A Tox Hazard Subst Environ Eng
1434-5161,1434-5161,1435-232X,Y,IM,J Hum Genet
1369-6998,1369-6998,1941-837X,Y,IM,J Med Econ
1096-620X,1096-620X,1557-7600,Y,IM,J Med Food
1684-1182,1684-1182,1995-9133,Y,IM,J Microbiol Immunol Infect
1343-4934,1343-4934,1880-4926,Y,IM,J Oral Sci
1557-7740,1096-6218,1557-7740,Y,IM,J Palliat Med
1482-1826,NA,1482-1826,Y,IM,J Pharm Pharm Sci
1138-7548,1138-7548,1877-8755,Y,IM,J Physiol Biochem
1878-1861,1440-2440,1878-1861,Y,IM,J Sci Med Sport
0098-4108,1528-7394,NA,Y,IM,J Toxicol Environ Health A
1093-7404,1093-7404,1521-6950,Y,IM,J Toxicol Environ Health B Crit Rev
1099-3460,1099-3460,1468-2869,Y,IM,J Urban Health
1435-2443,1435-2443,1435-2451,Y,IM,Langenbecks Arch Surg
1369-3786,1369-3786,1460-2709,Y,IM,Med Mycol
1386-7423,1386-7423,1572-8633,Y,IM,Med Health Care Philos
1096-7192,1096-7192,1096-7206,Y,IM,Mol Genet Metab
1097-6256,1097-6256,1546-1726,Y,IM,Nat Neurosci
1687-5443,2090-5904,1687-5443,Y,IM,Neural Plast
1094-7159,1094-7159,1525-1403,Y,IM,Neuromodulation
1520-3247,1520-3247,1534-8687,Y,IM,New Dir Child Adolesc Dev
NA,1119-3077,NA,Y,IM,Niger J Clin Pract
1506-9680,1506-9680,1644-4345,Y,IM,Nucl Med Rev Cent East Eur
1028-415X,1028-415X,1476-8305,Y,IM,Nutr Neurosci
1093-5266,1093-5266,1615-5742,Y,IM,Pediatr Dev Pathol
1388-0209,1388-0209,1744-5116,Y,IM,Pharm Biol
1386-341X,1386-341X,1573-7403,Y,IM,Pituitary
1098-8823,1098-8823,NA,Y,IM,Prostaglandins Other Lipid Mediat
1434-4610,1434-4610,1618-0941,Y,IM,Protist
1368-9800,1368-9800,1475-2727,Y,IM,Public Health Nutr
1098-7339,1098-7339,1532-8651,Y,IM,Reg Anesth Pain Med
1415-790X,1415-790X,1980-5497,Y,IM,Rev Bras Epidemiol
1575-0620,NA,2013-6463,Y,IM,Rev Esp Sanid Penit
1092-9126,1092-9126,NA,Y,IM,Semin Thorac Cardiovasc Surg Pediatr Card Surg Annu
