Rank,Full Journal Title,ISSN
2417,CURRENT DRUG TARGETS,1389-4501
2417,POSTHARVEST BIOLOGY AND TECHNOLOGY,0925-5214
2419,FOOD POLICY,0306-9192
2419,FOOD POLICY,0306-9192
2419,Nanoscale and Microscale Thermophysical Engineering,1556-7265
2422,Current Topics in Developmental Biology,0070-2153
2422,IEEE-ACM TRANSACTIONS ON NETWORKING,1063-6692
2422,SAUDI PHARMACEUTICAL JOURNAL,1319-0164
2425,ANTIPODE,0066-4812
2425,Obesity Facts,1662-4025
2427,JOURNAL OF BIOMOLECULAR STRUCTURE & DYNAMICS,0739-1102
2428,TOXICOLOGY IN VITRO,0887-2333
2429,COGNITIVE PSYCHOLOGY,0010-0285
2429,COGNITIVE PSYCHOLOGY,0010-0285
2431,JOURNAL OF INDUSTRIAL MICROBIOLOGY & BIOTECHNOLOGY,1367-5435
2432,JOURNAL OF CLINICAL VIROLOGY,1386-6532
2433,ENGINEERING GEOLOGY,0013-7952
2433,FOOD REVIEWS INTERNATIONAL,8755-9129
2433,INTERNATIONAL JOURNAL OF CLIMATOLOGY,0899-8418
2436,Acta Crystallographica Section D-Structural Biology,2059-7983
2437,HEMATOLOGY-ONCOLOGY CLINICS OF NORTH AMERICA,0889-8588
2437,MOLECULES,1420-3049
2439,Clinical Implant Dentistry and Related Research,1523-0899
2440,IEEE Wireless Communications Letters,2162-2337
2441,CORAL REEFS,0722-4028
2441,DRUG DELIVERY,1071-7544
2441,Journal of Cardiovascular Computed Tomography,1934-5925
2444,Natural Resources Research,1520-7439
2445,Journal of Integrative Plant Biology,1672-9072
2445,PSYCHONOMIC BULLETIN & REVIEW,1069-9384
2445,Pediatric Critical Care Medicine,1529-7535
2448,European Review of Aging and Physical Activity,1813-7253
2448,HEADACHE,0017-8748
2448,PHOTOSYNTHESIS RESEARCH,0166-8595
2451,JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,0190-6011
2451,NEUROGENETICS,1364-6745
2453,APPLIED GEOCHEMISTRY,0883-2927
2454,EUROPEAN JOURNAL OF CLINICAL INVESTIGATION,0014-2972
2454,JOURNAL OF PHYSICAL OCEANOGRAPHY,0022-3670
2454,REPRODUCTION,1470-1626
2457,ADVANCES IN THERAPY,0741-238X
2457,BMB Reports,1976-6696
2457,Science China-Life Sciences,1674-7305
2460,INFECTION CONTROL AND HOSPITAL EPIDEMIOLOGY,0899-823X
2460,Information Communication & Society,1369-118X
2462,Journal of Exposure Science and Environmental Epidemiology,1559-0631
2463,AMERICAN JOURNAL OF PHYSIOLOGY-REGULATORY INTEGRATIVE AND COMPARATIVE PHYSIOLOGY,0363-6119
2464,CATALYSIS SURVEYS FROM ASIA,1571-1013
2465,Acta Orthopaedica,1745-3674
2466,Current Rheumatology Reports,1523-3774
2467,ATHEROSCLEROSIS SUPPLEMENTS,1567-5688
2467,IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS,1077-2626
2467,INTERNATIONAL JOURNAL FOR PARASITOLOGY,0020-7519
2470,ARCHIVES OF PHYSICAL MEDICINE AND REHABILITATION,0003-9993
2470,CLINICAL ENDOCRINOLOGY,0300-0664
2470,MOLECULES AND CELLS,1016-8478
2473,NEUROTOXICOLOGY,0161-813X
2474,IEEE Journal of Photovoltaics,2156-3381
2474,JOURNAL OF PHARMACEUTICAL SCIENCES,0022-3549
2476,Frontiers in Neuroinformatics,1662-5196
2476,Progress in Molecular Biology and Translational Science,1877-1173
2478,Sustainable Cities and Society,2210-6707
2479,KOREAN JOURNAL OF RADIOLOGY,1229-6929
2479,NEUROLOGIC CLINICS,0733-8619
2481,Advances in Heterocyclic Chemistry,0065-2725
2481,Translational Oncology,1936-5233
2483,SEDIMENTOLOGY,0037-0746
2484,PATHOLOGY,0031-3025
2485,ANIMAL BEHAVIOUR,0003-3472
2485,BROOKINGS PAPERS ON ECONOMIC ACTIVITY,0007-2303
2485,Crystallography Reviews,0889-311X
2485,Organizational Psychology Review,2041-3866
2489,Annual Review of Anthropology,0084-6570
2490,Express Polymer Letters,1788-618X
2491,COMMUNICATIONS OF THE ACM,0001-0782
2491,JOURNAL OF INORGANIC BIOCHEMISTRY,0162-0134
2493,American Journal of Translational Research,1943-8141
2493,JOURNAL OF ARCHAEOLOGICAL SCIENCE,0305-4403
2493,JOURNAL OF ARCHAEOLOGICAL SCIENCE,0305-4403
2493,Journal of Minimally Invasive Gynecology,1553-4650
2497,CLINICAL ONCOLOGY,0936-6555
2497,JOURNAL OF NEURO-ONCOLOGY,0167-594X
2499,BRITISH JOURNAL OF MANAGEMENT,1045-3172
2500,CERAMICS INTERNATIONAL,0272-8842
2500,EURASIP Journal on Audio Speech and Music Processing,1687-4722
2500,ZOOLOGICA SCRIPTA,0300-3256
2503,FOUNDATIONS OF COMPUTATIONAL MATHEMATICS,1615-3375
2504,BIOLOGICAL INVASIONS,1387-3547
2504,ENVIRONMENTAL IMPACT ASSESSMENT REVIEW,0195-9255
2504,JOURNALS OF GERONTOLOGY SERIES B-PSYCHOLOGICAL SCIENCES AND SOCIAL SCIENCES,1079-5014
2504,JOURNALS OF GERONTOLOGY SERIES B-PSYCHOLOGICAL SCIENCES AND SOCIAL SCIENCES,1079-5014
2508,IEEE TRANSACTIONS ON COMPUTERS,0018-9340
2508,JOURNAL OF VOCATIONAL BEHAVIOR,0001-8791
2510,ANNALS OF NUTRITION AND METABOLISM,0250-6807
2511,JOURNAL OF DEMOCRACY,1045-5736
2512,STRESS-THE INTERNATIONAL JOURNAL ON THE BIOLOGY OF STRESS,1025-3890
2513,AMERICAN JOURNAL OF HYPERTENSION,0895-7061
2513,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,0304-8853
2513,JOURNAL OF TELEMEDICINE AND TELECARE,1357-633X
2516,CELL AND TISSUE RESEARCH,0302-766X
2516,HUMAN RELATIONS,0018-7267
2518,Journal of Atherosclerosis and Thrombosis,1340-3478
2519,Endocrine Connections,2049-3614
2520,EUROPEAN JOURNAL OF PHARMACOLOGY,0014-2999
2521,EMOTION,1528-3542
2521,Rice,1939-8425
2523,BIOFACTORS,0951-6433
2523,FREE RADICAL RESEARCH,1071-5762
2525,PHYTOPATHOLOGY,0031-949X
2526,SCIENCE EDUCATION,0036-8326
2527,ARTIFICIAL INTELLIGENCE,0004-3702
2528,Food and Energy Security,2048-3694
2528,PLASMA PHYSICS AND CONTROLLED FUSION,0741-3335
2530,Globalization and Health,1744-8603
2530,Globalization and Health,1744-8603
2530,NMR IN BIOMEDICINE,0952-3480
2533,International Journal for Parasitology-Drugs and Drug Resistance,2211-3207
2534,Adipocyte,2162-3945
2534,Business Ethics-A European Review,0962-8770
2536,BMC EVOLUTIONARY BIOLOGY,1471-2148
2536,ORGANIZATION SCIENCE,1047-7039
2538,Artificial Cells Nanomedicine and Biotechnology,2169-1401
2538,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,0965-8564
2538,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,0965-8564
2541,ENERGY & FUELS,0887-0624
2541,Mindfulness,1868-8527
2543,ECOLOGICAL ENGINEERING,0925-8574
2543,POLICY SCIENCES,0032-2687
2545,ANGIOLOGY,0003-3197
2545,BIOLOGICAL CHEMISTRY,1431-6730
2545,IEEE PERVASIVE COMPUTING,1536-1268
2548,SCANDINAVIAN JOURNAL OF RHEUMATOLOGY,0300-9742
2549,IEEE Intelligent Transportation Systems Magazine,1939-1390
2550,AMERICAN JOURNAL OF CLINICAL DERMATOLOGY,1175-0561
2551,AIDS AND BEHAVIOR,1090-7165
2552,AMERICAN JOURNAL OF MEDICAL GENETICS PART B-NEUROPSYCHIATRIC GENETICS,1552-4841
2552,CANCER IMAGING,1470-7330
2552,Socio-Economic Review,1475-1461
2555,INTERNATIONAL ENDODONTIC JOURNAL,0143-2885
2555,JOURNAL OF CLINICAL DENSITOMETRY,1094-6950
2557,OCEAN MODELLING,1463-5003
2558,MEDICAL DECISION MAKING,0272-989X
2559,ChemMedChem,1860-7179
2559,INTERNATIONAL JOURNAL OF ENERGY RESEARCH,0363-907X
2561,MRS Communications,2159-6859
2562,ANNALS OF MEDICINE,0785-3890
2562,IEEE ANTENNAS AND PROPAGATION MAGAZINE,1045-9243
2562,SOCIAL SCIENCE & MEDICINE,0277-9536
2562,SOCIAL SCIENCE & MEDICINE,0277-9536
2566,SHOCK,1073-2322
2567,AGRICULTURAL SYSTEMS,0308-521X
2568,CURRENT OPINION IN PULMONARY MEDICINE,1070-5287
2568,ENDOCRINOLOGY AND METABOLISM CLINICS OF NORTH AMERICA,0889-8529
2568,HABITAT INTERNATIONAL,0197-3975
2568,HEALTH & PLACE,1353-8292
2568,HEALTH & PLACE,1353-8292
2568,JOURNAL OF PHYCOLOGY,0022-3646
2568,JOURNAL OF THE LEARNING SCIENCES,1050-8406
2568,KIDNEY & BLOOD PRESSURE RESEARCH,1420-4096
2576,FEBS LETTERS,1873-3468
2577,Food and Bioprocess Technology,1935-5130
2578,BIOCHEMISTRY,0006-2960
2579,CELLULAR IMMUNOLOGY,0008-8749
2580,ENVIRONMENTAL GEOCHEMISTRY AND HEALTH,0269-4042
2580,JOURNAL OF EUROPEAN PUBLIC POLICY,1350-1763
2582,Drug Testing and Analysis,1942-7603
2582,JOURNAL OF MATERIALS SCIENCE,0022-2461
2582,Journal of Biobased Materials and Bioenergy,1556-6560
2585,Regenerative Medicine,1746-0751
2586,ARCHIVUM IMMUNOLOGIAE ET THERAPIAE EXPERIMENTALIS,0004-069X
2586,EUROPEAN JOURNAL OF PAIN,1090-3801
2586,PROSTAGLANDINS & OTHER LIPID MEDIATORS,1098-8823
2589,INFLAMMATION RESEARCH,1023-3830
2590,Cardiovascular Toxicology,1530-7905
2590,FORBES,0015-6914
2590,GENERAL HOSPITAL PSYCHIATRY,0163-8343
2590,GENERAL HOSPITAL PSYCHIATRY,0163-8343
2590,PLANT CELL REPORTS,0721-7714
2595,AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,1052-7613
2596,CHILD MALTREATMENT,1077-5595
2596,SUICIDE AND LIFE-THREATENING BEHAVIOR,0363-0234
2598,Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,2167-8421
2598,EPJ Data Science,2193-1127
2598,EPJ Data Science,2193-1127
2598,GEOTECHNIQUE,0016-8505
2602,GEOCHEMISTRY GEOPHYSICS GEOSYSTEMS,1525-2027
2602,ICARUS,0019-1035
2602,WORLD JOURNAL OF UROLOGY,0724-4983
2605,QUARTERLY JOURNAL OF THE ROYAL METEOROLOGICAL SOCIETY,0035-9009
2606,ONCOLOGY REPORTS,1021-335X
2607,Journal of the European Economic Association,1542-4766
2607,REACTIVE & FUNCTIONAL POLYMERS,1381-5148
2609,Pervasive and Mobile Computing,1574-1192
2610,ACM Transactions on Intelligent Systems and Technology,2157-6904
2610,PSYCHOLOGY OF WOMEN QUARTERLY,0361-6843
2612,Food Security,1876-4517
2613,Arabian Journal of Chemistry,1878-5352
2613,JOURNAL OF RHEOLOGY,0148-6055
2613,LUPUS,0961-2033
2616,Beilstein Journal of Nanotechnology,2190-4286
2616,JOURNAL OF CLINICAL GASTROENTEROLOGY,0192-0790
2618,REPRODUCTIVE BIOMEDICINE ONLINE,1472-6483
2619,ENVIRONMENT,0013-9157
2619,ENVIRONMENT,0013-9157
2619,Expert Review of Gastroenterology & Hepatology,1747-4124
2619,JOURNAL OF MAMMARY GLAND BIOLOGY AND NEOPLASIA,1083-3021
2619,Smart Materials and Structures,0964-1726
2624,COMPUTERS & OPERATIONS RESEARCH,0305-0548
2624,IEEE MICROWAVE MAGAZINE,1527-3342
2626,Diabetes Metabolic Syndrome and Obesity-Targets and Therapy,1178-7007
2627,WEAR,0043-1648
2628,JOURNAL OF CELLULAR BIOCHEMISTRY,0730-2312
2629,PANCREAS,0885-3177
2630,INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS,1386-5056
2631,JOURNAL OF FOOD COMPOSITION AND ANALYSIS,0889-1575
2631,JOURNAL OF THE AMERICAN CERAMIC SOCIETY,0002-7820
2633,IEEE Transactions on Terahertz Science and Technology,2156-342X
2633,INTERNATIONAL JOURNAL OF OPERATIONS & PRODUCTION MANAGEMENT,0144-3577
2633,PROGRESS IN ORGANIC COATINGS,0300-9440
2636,EUROPEAN JOURNAL OF CLINICAL NUTRITION,0954-3007
2636,Influenza and Other Respiratory Viruses,1750-2640
2638,PSYCHOTHERAPY RESEARCH,1050-3307
2639,INTERNATIONAL AFFAIRS,0020-5850
2639,JOURNAL OF BIOLOGICAL INORGANIC CHEMISTRY,0949-8257
2639,NEUROMOLECULAR MEDICINE,1535-1084
2639,WOUND REPAIR AND REGENERATION,1067-1927
2643,Applied Nanoscience,2190-5509
2643,BREAST,0960-9776
2643,Qualitative Research,1468-7941
2646,IEEE-ACM Transactions on Audio Speech and Language Processing,2329-9290
2647,DISEASE MARKERS,0278-0240
2647,METEORITICS & PLANETARY SCIENCE,1086-9379
2649,INDUSTRIAL MANAGEMENT & DATA SYSTEMS,0263-5577
2650,CHEMPHYSCHEM,1439-4235
2650,COMPUTER-AIDED DESIGN,0010-4485
2650,JOURNAL OF PSYCHOSOMATIC RESEARCH,0022-3999
2650,JOURNAL OF PSYCHOSOMATIC RESEARCH,0022-3999
2654,ECONOMIC JOURNAL,0013-0133
2655,ADVANCED POWDER TECHNOLOGY,0921-8831
2656,JOURNAL OF HUMAN GENETICS,1434-5161
2657,PLANT DISEASE,0191-2917
2657,SCIENCE TECHNOLOGY & HUMAN VALUES,0162-2439
2659,INTERNATIONAL JOURNAL OF GERIATRIC PSYCHIATRY,0885-6230
2659,INTERNATIONAL JOURNAL OF GERIATRIC PSYCHIATRY,0885-6230
2661,EUROPEAN JOURNAL OF CELL BIOLOGY,0171-9335
2662,BULLETIN OF THE AMERICAN MUSEUM OF NATURAL HISTORY,0003-0090
2662,BioEnergy Research,1939-1234
2662,WIND ENERGY,1095-4244
2665,JOURNAL OF CARDIOVASCULAR PHARMACOLOGY AND THERAPEUTICS,1074-2484
2665,RSC Advances,2046-2069
2665,VIRCHOWS ARCHIV,0945-6317
2668,Drug Design Development and Therapy,1177-8881
2668,Polymers,2073-4360
2670,Contrast Media & Molecular Imaging,1555-4309
2670,DEVELOPMENTAL PSYCHOLOGY,0012-1649
2672,EMPIRICAL SOFTWARE ENGINEERING,1382-3256
2672,INTERNATIONAL REVIEWS OF IMMUNOLOGY,0883-0185
2674,ENZYME AND MICROBIAL TECHNOLOGY,0141-0229
2674,HIV MEDICINE,1464-2662
2674,JOURNAL OF TECHNOLOGY TRANSFER,0892-9912
2677,CEREBROVASCULAR DISEASES,1015-9770
2677,INTERNATIONAL JOURNAL OF GENERAL SYSTEMS,0308-1079
2677,RHINOLOGY,0300-0729
2680,CLINICAL REHABILITATION,0269-2155
2681,ULTRAMICROSCOPY,0304-3991
2682,Physical Education and Sport Pedagogy,1740-8989
2683,Journal of Aerosol Medicine and Pulmonary Drug Delivery,1941-2711
2684,CLINICA CHIMICA ACTA,0009-8981
2685,MICROBES AND INFECTION,1286-4579
2686,CALIFORNIA LAW REVIEW,0008-1221
2686,Early Intervention in Psychiatry,1751-7885
2686,Early Intervention in Psychiatry,1751-7885
2686,Environmental Chemistry,1448-2517
2686,Plant Genome,1940-3372
2691,Diabetes Technology & Therapeutics,1520-9156
2691,JOURNAL OF SEX RESEARCH,0022-4499
2693,MEDICAL ONCOLOGY,1357-0560
2694,COMPARATIVE POLITICAL STUDIES,0010-4140
2694,Journal of Retailing and Consumer Services,0969-6989
2696,Journal of Cardiology,0914-5087
2696,SOCIAL PSYCHIATRY AND PSYCHIATRIC EPIDEMIOLOGY,0933-7954
2696,SOCIAL PSYCHIATRY AND PSYCHIATRIC EPIDEMIOLOGY,0933-7954
2699,COMMENTS ON INORGANIC CHEMISTRY,0260-3594
2699,International Journal of Chronic Obstructive Pulmonary Disease,1178-2005
2699,JOURNAL OF BUSINESS ETHICS,0167-4544
2699,Nanoscience and Nanotechnology Letters,1941-4900
2703,APPLIED SOIL ECOLOGY,0929-1393
2704,CLINICS IN PERINATOLOGY,0095-5108
2704,NEUROPEPTIDES,0143-4179
2706,JOURNAL OF BIOENERGETICS AND BIOMEMBRANES,0145-479X
2707,Comparative Biochemistry and Physiology D-Genomics & Proteomics,1744-117X
2707,DEVELOPMENTAL AND COMPARATIVE IMMUNOLOGY,0145-305X
2707,GM Crops & Food-Biotechnology in Agriculture and the Food Chain,2164-5698
2710,IEEE Cloud Computing,2325-6095
2711,Accounting Auditing & Accountability Journal,0951-3574
2711,CATALYSIS LETTERS,1011-372X
2713,GENOMICS,0888-7543
2714,CHROMOSOME RESEARCH,0967-3849
2714,JOURNAL OF APPLIED TOXICOLOGY,0260-437X
2714,PHYSICAL REVIEW A,2469-9926
2717,AMINO ACIDS,0939-4451
2717,ICES JOURNAL OF MARINE SCIENCE,1054-3139
2717,SURFACE & COATINGS TECHNOLOGY,0257-8972
2720,ACM TRANSACTIONS ON MATHEMATICAL SOFTWARE,0098-3500
2721,VETERINARY RESEARCH,0928-4249
2722,PHOTOCHEMICAL & PHOTOBIOLOGICAL SCIENCES,1474-905X
2723,AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,0002-9483
2723,AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,0002-9483
2723,JOURNAL OF CHILD AND ADOLESCENT PSYCHOPHARMACOLOGY,1044-5463
2726,AGE,0161-9152
2726,Body & Society,1357-034X
2726,SOCIOLOGY OF EDUCATION,0038-0407
2726,Zoological Letters,2056-306X
2730,BIOSCIENCE REPORTS,0144-8463
2730,CHILD ABUSE & NEGLECT,0145-2134
2730,JOURNAL OF RESEARCH IN CRIME AND DELINQUENCY,0022-4278
2733,RISK ANALYSIS,0272-4332
2733,RISK ANALYSIS,0272-4332
2735,Biomedical Materials,1748-6041
2736,CIRCULATION JOURNAL,1346-9843
2736,Photodiagnosis and Photodynamic Therapy,1572-1000
2738,CONTRACEPTION,0010-7824
2738,JOURNAL OF CLINICAL PATHOLOGY,0021-9746
2738,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-STATISTICAL METHODOLOGY,1369-7412
2741,IEEE Geoscience and Remote Sensing Letters,1545-598X
2741,JOURNAL OF FLUID MECHANICS,0022-1120
2743,JOURNAL OF OCCUPATIONAL AND ORGANIZATIONAL PSYCHOLOGY,0963-1798
2743,MATERIALS CHARACTERIZATION,1044-5803
2745,BIOLOGICAL PSYCHOLOGY,0301-0511
2745,BIOLOGICAL PSYCHOLOGY,0301-0511
2745,JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY A-CHEMISTRY,1010-6030
2745,Journal of Business Logistics,0735-3766
2749,ANIMAL CONSERVATION,1367-9430
2749,Electrocatalysis,1868-2529
2749,IEEE Transactions on Autonomous Mental Development,1943-0604
2749,NEUROPSYCHOLOGIA,0028-3932
2749,NEUROPSYCHOLOGIA,0028-3932
2754,Cancer Epidemiology,1877-7821
2755,COMPUTERS & STRUCTURES,0045-7949
2755,SPACE WEATHER-THE INTERNATIONAL JOURNAL OF RESEARCH AND APPLICATIONS,1542-7390
2757,DEMENTIA AND GERIATRIC COGNITIVE DISORDERS,1420-8008
2757,EUROPEAN JOURNAL OF CANCER PREVENTION,0959-8278
2757,JOURNAL OF ENDODONTICS,0099-2399
2757,JOURNAL OF SURGICAL ONCOLOGY,0022-4790
2761,CELL TRANSPLANTATION,0963-6897
2761,Environmental Microbiology Reports,1758-2229
2761,Journal of Diabetes Research,2314-6745
2761,SEMINARS IN PERINATOLOGY,0146-0005
2765,AMERICAN JOURNAL OF NEPHROLOGY,0250-8095
2765,INFLAMMATION,0360-3997
2765,MEDICAL PHYSICS,0094-2405
2768,EUROPEAN JOURNAL OF ORGANIC CHEMISTRY,1434-193X
2768,Electronic Materials Letters,1738-8090
2768,JOURNAL OF BIOMEDICAL INFORMATICS,1532-0464
2771,BIOORGANIC & MEDICINAL CHEMISTRY,0968-0896
2771,EUROPEAN JOURNAL OF MECHANICS A-SOLIDS,0997-7538
2771,JOURNAL OF CLINICAL PHARMACOLOGY,0091-2700
2771,THIN-WALLED STRUCTURES,0263-8231
2771,Wiley Interdisciplinary Reviews-Cognitive Science,1939-5078
2776,JOURNAL OF ADVERTISING,0091-3367
2776,JOURNAL OF BEHAVIORAL MEDICINE,0160-7715
2776,SPECTROCHIMICA ACTA PART A-MOLECULAR AND BIOMOLECULAR SPECTROSCOPY,1386-1425
2779,ARTIFICIAL INTELLIGENCE IN MEDICINE,0933-3657
2779,ECONOMIC POLICY,0266-4658
2779,IEEE SOFTWARE,0740-7459
2779,JOURNAL OF RAMAN SPECTROSCOPY,0377-0486
2783,JOURNAL OF PERIODONTAL RESEARCH,0022-3484
2783,PSYCHOLOGY OF SPORT AND EXERCISE,1469-0292
2783,PSYCHOLOGY OF SPORT AND EXERCISE,1469-0292
2786,Journal of Hepato-Biliary-Pancreatic Sciences,1868-6974
2787,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,1615-147X
2788,INTERNATIONAL GEOLOGY REVIEW,0020-6814
2789,International Journal of Contemporary Hospitality Management,0959-6119
2789,Progress in Electromagnetics Research-PIER,1559-8985
2791,IMMUNOBIOLOGY,0171-2985
2791,JOURNAL OF CARDIOVASCULAR ELECTROPHYSIOLOGY,1045-3873
2791,MATERIALS RESEARCH BULLETIN,0025-5408
2794,Clinical and Vaccine Immunology,1556-6811
2794,JOURNAL OF CRITICAL CARE,0883-9441
2794,Regional Environmental Change,1436-3798
2794,Regional Environmental Change,1436-3798
2798,Behavioral Sleep Medicine,1540-2002
2798,Frontiers in Human Neuroscience,1662-5161
2800,JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY,0022-1031
2800,PUBLIC ADMINISTRATION,0033-3298
2802,Current Opinion in Organ Transplantation,1087-2418
2802,JOURNAL OF THE AMERICAN SOCIETY FOR MASS SPECTROMETRY,1044-0305
2804,INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY,0167-8760
2804,INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY,0167-8760
2804,Journal of Nutrition Health & Aging,1279-7707
2807,EXPERT OPINION ON THERAPEUTIC PATENTS,1354-3776
2807,LAW AND HUMAN BEHAVIOR,0147-7307
2809,Academy of Management Learning & Education,1537-260X
2809,BMC Geriatrics,1471-2318
2809,BMC Geriatrics,1471-2318
2809,JOURNAL OF ASIAN EARTH SCIENCES,1367-9120
2813,Fractional Calculus and Applied Analysis,1311-0454
2813,JOURNAL OF VESTIBULAR RESEARCH-EQUILIBRIUM & ORIENTATION,0957-4271
2815,JOURNAL OF COMPUTATIONAL PHYSICS,0021-9991
2816,MINERVA MEDICA,0026-4806
2817,Radiation Oncology,1748-717X
2818,SUPERCONDUCTOR SCIENCE & TECHNOLOGY,0953-2048
2819,JOURNAL OF GEOCHEMICAL EXPLORATION,0375-6742
2820,Frontiers in Psychiatry,1664-0640
2820,Frontiers in Psychiatry,1664-0640
2820,IEEE TRANSACTIONS ON NANOTECHNOLOGY,1536-125X
2820,SMALL BUSINESS ECONOMICS,0921-898X
2824,APIDOLOGIE,0044-8435
2824,ELECTRIC POWER SYSTEMS RESEARCH,0378-7796
2826,DRUG AND ALCOHOL REVIEW,0959-5236
2827,Mycotoxin Research,0178-7888
2827,SPECTROCHIMICA ACTA PART B-ATOMIC SPECTROSCOPY,0584-8547
2829,Molecular Oral Microbiology,2041-1006
2830,GIScience & Remote Sensing,1548-1603
2830,JOURNAL OF FOOD AND DRUG ANALYSIS,1021-9498
2830,Reproductive Biology and Endocrinology,1477-7827
2833,BRAIN AND LANGUAGE,0093-934X
2833,BRAIN AND LANGUAGE,0093-934X
2833,ELECTROANALYSIS,1040-0397
2833,Journal of Clinical Neurology,1738-6586
2833,PEPTIDES,0196-9781
2838,COMPUTERS IN INDUSTRY,0166-3615
2838,JOURNAL OF RESEARCH IN PERSONALITY,0092-6566
2840,Gut and Liver,1976-2283
2840,JOURNAL OF SHOULDER AND ELBOW SURGERY,1058-2746
2842,ANNALS OF HEMATOLOGY,0939-5555
2842,MALARIA JOURNAL,1475-2875
2844,EUROPEAN JOURNAL OF RADIOLOGY,0720-048X
2844,JOURNAL OF CHEMICAL PHYSICS,0021-9606
2846,NEUROPSYCHOLOGICAL REHABILITATION,0960-2011
2847,MUTAGENESIS,0267-8357
2848,Journal of the Association for Information Systems,1536-9323
2848,Journal of the Association for Information Systems,1536-9323
2848,SEIZURE-EUROPEAN JOURNAL OF EPILEPSY,1059-1311
2851,Comunicar,1134-3478
2851,Elementa-Science of the Anthropocene,2325-1026
2853,INTERNATIONAL JOURNAL OF ROCK MECHANICS AND MINING SCIENCES,1365-1609
2853,JOURNAL OF PHYSICAL CHEMISTRY A,1089-5639
2853,PARASITE IMMUNOLOGY,0141-9838
2856,Journal of the Association for Information Science and Technology,2330-1635
2856,Journal of the Association for Information Science and Technology,2330-1635
2856,SAFETY SCIENCE,0925-7535
2859,APPLIED AND COMPUTATIONAL HARMONIC ANALYSIS,1063-5203
2859,JOURNAL OF PLANT PHYSIOLOGY,0176-1617
2859,MEMORIAS DO INSTITUTO OSWALDO CRUZ,0074-0276
2862,EUROPEAN JOURNAL OF NEUROSCIENCE,0953-816X
2863,JOURNAL OF PHARMACEUTICAL AND BIOMEDICAL ANALYSIS,0731-7085
2864,POLICY STUDIES JOURNAL,0190-292X
2865,BMC MICROBIOLOGY,1471-2180
2865,COLLOIDS AND SURFACES A-PHYSICOCHEMICAL AND ENGINEERING ASPECTS,0927-7757
2865,JOURNAL OF MEMORY AND LANGUAGE,0749-596X
2865,JOURNAL OF MEMORY AND LANGUAGE,0749-596X
2869,BIODIVERSITY AND CONSERVATION,0960-3115
2870,APPLIED SPECTROSCOPY REVIEWS,0570-4928
2870,CHEMICAL ENGINEERING AND PROCESSING,0255-2701
2872,Aesthetic Surgery Journal,1090-820X
2872,HEARING RESEARCH,0378-5955
2874,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS I-REGULAR PAPERS,1549-8328
2875,Administration and Policy in Mental Health and Mental Health Services Research,0894-587X
2875,AoB Plants,2041-2851
2875,CURRENT OPINION IN HEMATOLOGY,1065-6251
2875,CURRENT OPINION IN OBSTETRICS & GYNECOLOGY,1040-872X
2875,MEAT SCIENCE,0309-1740
2880,PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS,1433-8319
2880,TRANSACTIONS OF THE ROYAL SOCIETY OF TROPICAL MEDICINE AND HYGIENE,0035-9203
2882,DIGESTIVE DISEASES AND SCIENCES,0163-2116
2882,ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE,0952-1976
2882,ROCK MECHANICS AND ROCK ENGINEERING,0723-2632
2885,JOURNAL OF HISTOCHEMISTRY & CYTOCHEMISTRY,0022-1554
2886,REGULATORY TOXICOLOGY AND PHARMACOLOGY,0273-2300
2887,IEEE SIGNAL PROCESSING LETTERS,1070-9908
2887,JOURNAL OF GASTROINTESTINAL SURGERY,1091-255X
2889,Geosphere,1553-040X
2889,NEUROTOXICOLOGY AND TERATOLOGY,0892-0362
2891,ORGANIC GEOCHEMISTRY,0146-6380
2892,European Journal of Oral Implantology,1756-2406
2892,Gut Pathogens,1757-4749
2892,JOURNAL OF CONSUMER PSYCHOLOGY,1057-7408
2892,Journal of Manufacturing Processes,1526-6125
2896,CANCER CHEMOTHERAPY AND PHARMACOLOGY,0344-5704
2896,PEDIATRIC CLINICS OF NORTH AMERICA,0031-3955
2896,USER MODELING AND USER-ADAPTED INTERACTION,0924-1868
2899,CLIMACTERIC,1369-7137
2899,EARTHQUAKE ENGINEERING & STRUCTURAL DYNAMICS,0098-8847
