issn,journal_title,issn_cr,Source title,Source type,ASJC field IDs,Year,Citing source,P,IPP,IPP (lower bound),IPP (upper bound),SNIP.x,SNIP (lower bound),SNIP (upper bound),% self cit,issn_type,year_founded,year_OA_initiated,year_reverse_flipped,OA_content_still_OA,journal_location,prev. publisher,journal_name,publisher,oa_model,apc_pre,apc_post,apc_now,evidence,evidence_II,evidence_III,Comment,Discipline,SNIP.y,najko,mikael,included in OAD,X__1,Has been a subscription journal before OA?,Founded before 1985? (Assumed to have been subscr. based if founded before that),Link evidence of subscription-based past,Link evidence of born oa-based past,Flipped OA,Born OA,id
0251-3625,disP - The Planning Review,2166-8604,DISP,Journal,3305,2015,1,73,0.698630136986301,0.424657534246575,1,0.885543329402505,0.462571203140133,1.36957675125616,0.0588235294117647,Electronic ISSN,1965,NA,2009,NA,Switzerland,Eidgenössische Technische Hochschule Zürich,DISP,"NSL - Netzwerk, Stadt und Landschaft",Subscription,N/A,-,2950.0,Scopus 2014-2018 Check,Manual Check,"Hybrid since 2013, T&F","Potential reverse flip, spent a lot of time trying to map the journey of this journal. Was started in the 1960s so at some point converted to OA, up until the end of 2008 it was available OA through https://web.archive.org/web/20070703014349/http://www.nsl.ethz.ch:80/index.php/de/content/view/full/100/ , then went subscription-based seemingly self-published  from the start of 2009 until the end of 2011, and from the start of 2012 has been published as a subscription journal with T&F https://www.tandfonline.com/loi/rdsp20",SSH,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0251-3625
0251-3625,disP - The Planning Review,2166-8604,DISP,Journal,3305,2016,1,86,0.593023255813954,0.36046511627907,0.906976744186046,0.573480593740027,0.318905411224502,0.8798957037705,0.0196078431372549,Electronic ISSN,1965,NA,2009,NA,Switzerland,Eidgenössische Technische Hochschule Zürich,DISP,"NSL - Netzwerk, Stadt und Landschaft",Subscription,N/A,-,2950.0,Scopus 2014-2018 Check,Manual Check,"Hybrid since 2013, T&F","Potential reverse flip, spent a lot of time trying to map the journey of this journal. Was started in the 1960s so at some point converted to OA, up until the end of 2008 it was available OA through https://web.archive.org/web/20070703014349/http://www.nsl.ethz.ch:80/index.php/de/content/view/full/100/ , then went subscription-based seemingly self-published  from the start of 2009 until the end of 2011, and from the start of 2012 has been published as a subscription journal with T&F https://www.tandfonline.com/loi/rdsp20",SSH,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0251-3625
0251-3625,disP - The Planning Review,2166-8604,DISP,Journal,3305,2017,1,86,0.267441860465116,0.162790697674419,0.406976744186047,0.413210625356145,0.14732165999766,0.803337580034575,0.0434782608695652,Electronic ISSN,1965,NA,2009,NA,Switzerland,Eidgenössische Technische Hochschule Zürich,DISP,"NSL - Netzwerk, Stadt und Landschaft",Subscription,N/A,-,2950.0,Scopus 2014-2018 Check,Manual Check,"Hybrid since 2013, T&F","Potential reverse flip, spent a lot of time trying to map the journey of this journal. Was started in the 1960s so at some point converted to OA, up until the end of 2008 it was available OA through https://web.archive.org/web/20070703014349/http://www.nsl.ethz.ch:80/index.php/de/content/view/full/100/ , then went subscription-based seemingly self-published  from the start of 2009 until the end of 2011, and from the start of 2012 has been published as a subscription journal with T&F https://www.tandfonline.com/loi/rdsp20",SSH,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0251-3625
0251-3625,disP - The Planning Review,0251-3625,DISP,Journal,3305,1999,1,57,0.087719298245614,0.0175438596491228,0.175438596491228,0.705263157894737,0.110526315789474,1.47894736842105,0.8,Print ISSN,1965,NA,2009,NA,Switzerland,Eidgenössische Technische Hochschule Zürich,DISP,"NSL - Netzwerk, Stadt und Landschaft",Subscription,N/A,-,2950.0,Scopus 2014-2018 Check,Manual Check,"Hybrid since 2013, T&F","Potential reverse flip, spent a lot of time trying to map the journey of this journal. Was started in the 1960s so at some point converted to OA, up until the end of 2008 it was available OA through https://web.archive.org/web/20070703014349/http://www.nsl.ethz.ch:80/index.php/de/content/view/full/100/ , then went subscription-based seemingly self-published  from the start of 2009 until the end of 2011, and from the start of 2012 has been published as a subscription journal with T&F https://www.tandfonline.com/loi/rdsp20",SSH,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0251-3625
0251-3625,disP - The Planning Review,0251-3625,DISP,Journal,3305,2e3,1,60,0.1,0.0333333333333333,0.183333333333333,0.737845849802372,0.217391304347826,1.33784584980237,0.666666666666667,Print ISSN,1965,NA,2009,NA,Switzerland,Eidgenössische Technische Hochschule Zürich,DISP,"NSL - Netzwerk, Stadt und Landschaft",Subscription,N/A,-,2950.0,Scopus 2014-2018 Check,Manual Check,"Hybrid since 2013, T&F","Potential reverse flip, spent a lot of time trying to map the journey of this journal. Was started in the 1960s so at some point converted to OA, up until the end of 2008 it was available OA through https://web.archive.org/web/20070703014349/http://www.nsl.ethz.ch:80/index.php/de/content/view/full/100/ , then went subscription-based seemingly self-published  from the start of 2009 until the end of 2011, and from the start of 2012 has been published as a subscription journal with T&F https://www.tandfonline.com/loi/rdsp20",SSH,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0251-3625
0251-3625,disP - The Planning Review,0251-3625,DISP,Journal,3305,2001,1,55,0.0545454545454545,0,0.127272727272727,0.397792207792208,0,0.99038961038961,0.333333333333333,Print ISSN,1965,NA,2009,NA,Switzerland,Eidgenössische Technische Hochschule Zürich,DISP,"NSL - Netzwerk, Stadt und Landschaft",Subscription,N/A,-,2950.0,Scopus 2014-2018 Check,Manual Check,"Hybrid since 2013, T&F","Potential reverse flip, spent a lot of time trying to map the journey of this journal. Was started in the 1960s so at some point converted to OA, up until the end of 2008 it was available OA through https://web.archive.org/web/20070703014349/http://www.nsl.ethz.ch:80/index.php/de/content/view/full/100/ , then went subscription-based seemingly self-published  from the start of 2009 until the end of 2011, and from the start of 2012 has been published as a subscription journal with T&F https://www.tandfonline.com/loi/rdsp20",SSH,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0251-3625
0251-3625,disP - The Planning Review,0251-3625,DISP,Journal,3305,2002,0,67,0.0447761194029851,0,0.104477611940299,0.306369936034115,0,0.773720682302772,0,Print ISSN,1965,NA,2009,NA,Switzerland,Eidgenössische Technische Hochschule Zürich,DISP,"NSL - Netzwerk, Stadt und Landschaft",Subscription,N/A,-,2950.0,Scopus 2014-2018 Check,Manual Check,"Hybrid since 2013, T&F","Potential reverse flip, spent a lot of time trying to map the journey of this journal. Was started in the 1960s so at some point converted to OA, up until the end of 2008 it was available OA through https://web.archive.org/web/20070703014349/http://www.nsl.ethz.ch:80/index.php/de/content/view/full/100/ , then went subscription-based seemingly self-published  from the start of 2009 until the end of 2011, and from the start of 2012 has been published as a subscription journal with T&F https://www.tandfonline.com/loi/rdsp20",SSH,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0251-3625
0251-3625,disP - The Planning Review,0251-3625,DISP,Journal,3305,2003,0,83,0.0843373493975904,0.036144578313253,0.144578313253012,0.220796950869681,0.0365241453619356,0.469054790590935,0,Print ISSN,1965,NA,2009,NA,Switzerland,Eidgenössische Technische Hochschule Zürich,DISP,"NSL - Netzwerk, Stadt und Landschaft",Subscription,N/A,-,2950.0,Scopus 2014-2018 Check,Manual Check,"Hybrid since 2013, T&F","Potential reverse flip, spent a lot of time trying to map the journey of this journal. Was started in the 1960s so at some point converted to OA, up until the end of 2008 it was available OA through https://web.archive.org/web/20070703014349/http://www.nsl.ethz.ch:80/index.php/de/content/view/full/100/ , then went subscription-based seemingly self-published  from the start of 2009 until the end of 2011, and from the start of 2012 has been published as a subscription journal with T&F https://www.tandfonline.com/loi/rdsp20",SSH,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0251-3625
0251-3625,disP - The Planning Review,0251-3625,DISP,Journal,3305,2004,0,62,0.0806451612903226,0.0161290322580645,0.17741935483871,0.161175464320626,0.0220625610948192,0.366590909090909,0,Print ISSN,1965,NA,2009,NA,Switzerland,Eidgenössische Technische Hochschule Zürich,DISP,"NSL - Netzwerk, Stadt und Landschaft",Subscription,N/A,-,2950.0,Scopus 2014-2018 Check,Manual Check,"Hybrid since 2013, T&F","Potential reverse flip, spent a lot of time trying to map the journey of this journal. Was started in the 1960s so at some point converted to OA, up until the end of 2008 it was available OA through https://web.archive.org/web/20070703014349/http://www.nsl.ethz.ch:80/index.php/de/content/view/full/100/ , then went subscription-based seemingly self-published  from the start of 2009 until the end of 2011, and from the start of 2012 has been published as a subscription journal with T&F https://www.tandfonline.com/loi/rdsp20",SSH,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0251-3625
0251-3625,disP - The Planning Review,0251-3625,DISP,Journal,3305,2005,0,37,0.0540540540540541,0,0.135135135135135,0.545454545454545,0,1.36363636363636,0,Print ISSN,1965,NA,2009,NA,Switzerland,Eidgenössische Technische Hochschule Zürich,DISP,"NSL - Netzwerk, Stadt und Landschaft",Subscription,N/A,-,2950.0,Scopus 2014-2018 Check,Manual Check,"Hybrid since 2013, T&F","Potential reverse flip, spent a lot of time trying to map the journey of this journal. Was started in the 1960s so at some point converted to OA, up until the end of 2008 it was available OA through https://web.archive.org/web/20070703014349/http://www.nsl.ethz.ch:80/index.php/de/content/view/full/100/ , then went subscription-based seemingly self-published  from the start of 2009 until the end of 2011, and from the start of 2012 has been published as a subscription journal with T&F https://www.tandfonline.com/loi/rdsp20",SSH,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0251-3625
0251-3625,disP - The Planning Review,0251-3625,DISP,Journal,3305,2006,0,29,0.0344827586206897,0,0.103448275862069,0.0991379310344828,0,0.297413793103448,0,Print ISSN,1965,NA,2009,NA,Switzerland,Eidgenössische Technische Hochschule Zürich,DISP,"NSL - Netzwerk, Stadt und Landschaft",Subscription,N/A,-,2950.0,Scopus 2014-2018 Check,Manual Check,"Hybrid since 2013, T&F","Potential reverse flip, spent a lot of time trying to map the journey of this journal. Was started in the 1960s so at some point converted to OA, up until the end of 2008 it was available OA through https://web.archive.org/web/20070703014349/http://www.nsl.ethz.ch:80/index.php/de/content/view/full/100/ , then went subscription-based seemingly self-published  from the start of 2009 until the end of 2011, and from the start of 2012 has been published as a subscription journal with T&F https://www.tandfonline.com/loi/rdsp20",SSH,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0251-3625
0251-3625,disP - The Planning Review,0251-3625,DISP,Journal,3305,2007,0,52,0.326923076923077,0.153846153846154,0.519230769230769,0.785945892529638,0.224052014369032,1.56045858594556,0,Print ISSN,1965,NA,2009,NA,Switzerland,Eidgenössische Technische Hochschule Zürich,DISP,"NSL - Netzwerk, Stadt und Landschaft",Subscription,N/A,-,2950.0,Scopus 2014-2018 Check,Manual Check,"Hybrid since 2013, T&F","Potential reverse flip, spent a lot of time trying to map the journey of this journal. Was started in the 1960s so at some point converted to OA, up until the end of 2008 it was available OA through https://web.archive.org/web/20070703014349/http://www.nsl.ethz.ch:80/index.php/de/content/view/full/100/ , then went subscription-based seemingly self-published  from the start of 2009 until the end of 2011, and from the start of 2012 has been published as a subscription journal with T&F https://www.tandfonline.com/loi/rdsp20",SSH,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0251-3625
0251-3625,disP - The Planning Review,0251-3625,DISP,Journal,3305,2008,1,69,0.27536231884058,0.144927536231884,0.405797101449275,0.305657587358498,0.139967023598737,0.491145319100126,0.368421052631579,Print ISSN,1965,NA,2009,NA,Switzerland,Eidgenössische Technische Hochschule Zürich,DISP,"NSL - Netzwerk, Stadt und Landschaft",Subscription,N/A,-,2950.0,Scopus 2014-2018 Check,Manual Check,"Hybrid since 2013, T&F","Potential reverse flip, spent a lot of time trying to map the journey of this journal. Was started in the 1960s so at some point converted to OA, up until the end of 2008 it was available OA through https://web.archive.org/web/20070703014349/http://www.nsl.ethz.ch:80/index.php/de/content/view/full/100/ , then went subscription-based seemingly self-published  from the start of 2009 until the end of 2011, and from the start of 2012 has been published as a subscription journal with T&F https://www.tandfonline.com/loi/rdsp20",SSH,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0251-3625
0251-3625,disP - The Planning Review,0251-3625,DISP,Journal,3305,2009,1,67,0.492537313432836,0.208955223880597,0.850746268656716,0.870637121842276,0.444485545144017,1.3865335690182,0.303030303030303,Print ISSN,1965,NA,2009,NA,Switzerland,Eidgenössische Technische Hochschule Zürich,DISP,"NSL - Netzwerk, Stadt und Landschaft",Subscription,N/A,-,2950.0,Scopus 2014-2018 Check,Manual Check,"Hybrid since 2013, T&F","Potential reverse flip, spent a lot of time trying to map the journey of this journal. Was started in the 1960s so at some point converted to OA, up until the end of 2008 it was available OA through https://web.archive.org/web/20070703014349/http://www.nsl.ethz.ch:80/index.php/de/content/view/full/100/ , then went subscription-based seemingly self-published  from the start of 2009 until the end of 2011, and from the start of 2012 has been published as a subscription journal with T&F https://www.tandfonline.com/loi/rdsp20",SSH,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0251-3625
0251-3625,disP - The Planning Review,0251-3625,DISP,Journal,3305,2010,1,66,0.424242424242424,0.227272727272727,0.651515151515151,0.65923301237414,0.293701529472816,1.13173259707023,0.0714285714285714,Print ISSN,1965,NA,2009,NA,Switzerland,Eidgenössische Technische Hochschule Zürich,DISP,"NSL - Netzwerk, Stadt und Landschaft",Subscription,N/A,-,2950.0,Scopus 2014-2018 Check,Manual Check,"Hybrid since 2013, T&F","Potential reverse flip, spent a lot of time trying to map the journey of this journal. Was started in the 1960s so at some point converted to OA, up until the end of 2008 it was available OA through https://web.archive.org/web/20070703014349/http://www.nsl.ethz.ch:80/index.php/de/content/view/full/100/ , then went subscription-based seemingly self-published  from the start of 2009 until the end of 2011, and from the start of 2012 has been published as a subscription journal with T&F https://www.tandfonline.com/loi/rdsp20",SSH,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0251-3625
0251-3625,disP - The Planning Review,0251-3625,DISP,Journal,3305,2011,1,86,0.430232558139535,0.22093023255814,0.697674418604651,0.398593671365786,0.190878799462246,0.656897272337287,0.162162162162162,Print ISSN,1965,NA,2009,NA,Switzerland,Eidgenössische Technische Hochschule Zürich,DISP,"NSL - Netzwerk, Stadt und Landschaft",Subscription,N/A,-,2950.0,Scopus 2014-2018 Check,Manual Check,"Hybrid since 2013, T&F","Potential reverse flip, spent a lot of time trying to map the journey of this journal. Was started in the 1960s so at some point converted to OA, up until the end of 2008 it was available OA through https://web.archive.org/web/20070703014349/http://www.nsl.ethz.ch:80/index.php/de/content/view/full/100/ , then went subscription-based seemingly self-published  from the start of 2009 until the end of 2011, and from the start of 2012 has been published as a subscription journal with T&F https://www.tandfonline.com/loi/rdsp20",SSH,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0251-3625
0251-3625,disP - The Planning Review,0251-3625,DISP,Journal,3305,2012,1,86,0.116279069767442,0.0465116279069767,0.197674418604651,0.1135156415114,0.0400040932658197,0.202100339031771,0,Print ISSN,1965,NA,2009,NA,Switzerland,Eidgenössische Technische Hochschule Zürich,DISP,"NSL - Netzwerk, Stadt und Landschaft",Subscription,N/A,-,2950.0,Scopus 2014-2018 Check,Manual Check,"Hybrid since 2013, T&F","Potential reverse flip, spent a lot of time trying to map the journey of this journal. Was started in the 1960s so at some point converted to OA, up until the end of 2008 it was available OA through https://web.archive.org/web/20070703014349/http://www.nsl.ethz.ch:80/index.php/de/content/view/full/100/ , then went subscription-based seemingly self-published  from the start of 2009 until the end of 2011, and from the start of 2012 has been published as a subscription journal with T&F https://www.tandfonline.com/loi/rdsp20",SSH,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0251-3625
0251-3625,disP - The Planning Review,0251-3625,DISP,Journal,3305,2013,1,77,0.285714285714286,0.142857142857143,0.467532467532468,0.196366759388007,0.0964089878375593,0.321905608643469,0.318181818181818,Print ISSN,1965,NA,2009,NA,Switzerland,Eidgenössische Technische Hochschule Zürich,DISP,"NSL - Netzwerk, Stadt und Landschaft",Subscription,N/A,-,2950.0,Scopus 2014-2018 Check,Manual Check,"Hybrid since 2013, T&F","Potential reverse flip, spent a lot of time trying to map the journey of this journal. Was started in the 1960s so at some point converted to OA, up until the end of 2008 it was available OA through https://web.archive.org/web/20070703014349/http://www.nsl.ethz.ch:80/index.php/de/content/view/full/100/ , then went subscription-based seemingly self-published  from the start of 2009 until the end of 2011, and from the start of 2012 has been published as a subscription journal with T&F https://www.tandfonline.com/loi/rdsp20",SSH,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0251-3625
